Fragment,Method,Sample,Species,Habitat_guild
3114,p,e1,Ectatomma_lugens,Forest
3209,f,j12,Ectatomma_lugens,Forest
3209,p,k12,Ectatomma_lugens,Forest
3209,p,j10,Ectatomma_lugens,Forest
3209,p,h7,Ectatomma_lugens,Forest
3209,p,g8,Ectatomma_lugens,Forest
3209,p,j7,Ectatomma_lugens,Forest
3209,p,k11,Ectatomma_lugens,Forest
3209,p,k7,Ectatomma_lugens,Forest
3209,p,h11,Ectatomma_lugens,Forest
3209,p,i10,Ectatomma_lugens,Forest
3209,p,k9,Ectatomma_lugens,Forest
3209,p,g10,Ectatomma_lugens,Forest
3209,p,g9,Ectatomma_lugens,Forest
3209,p,i8,Ectatomma_lugens,Forest
3209,p,h7,Ectatomma_lugens,Forest
3209,p,k10,Ectatomma_lugens,Forest
3209,p,j8,Ectatomma_lugens,Forest
3209,p,h12,Ectatomma_lugens,Forest
3209,p,f8,Ectatomma_lugens,Forest
3209,p,g7,Ectatomma_lugens,Forest
3304,f,k33,Ectatomma_lugens,Forest
3304,p,i30,Ectatomma_lugens,Forest
3304,p,h30,Ectatomma_lugens,Forest
3304,p,i33,Ectatomma_lugens,Forest
3304,p,l31,Ectatomma_lugens,Forest
3304,p,g31,Ectatomma_lugens,Forest
3304,p,j33,Ectatomma_lugens,Forest
3304,p,j29,Ectatomma_lugens,Forest
3304,p,j32,Ectatomma_lugens,Forest
3304,p,i31,Ectatomma_lugens,Forest
3304,p,g28,Ectatomma_lugens,Forest
3304,p,k31,Ectatomma_lugens,Forest
3304,p,h28,Ectatomma_lugens,Forest
3304,p,k28,Ectatomma_lugens,Forest
3304,p,j30,Ectatomma_lugens,Forest
3304,p,h32,Ectatomma_lugens,Forest
3304,p,j28,Ectatomma_lugens,Forest
3304,p,l32,Ectatomma_lugens,Forest
3304,p,l33,Ectatomma_lugens,Forest
3304,p,k32,Ectatomma_lugens,Forest
3304,p,i28,Ectatomma_lugens,Forest
3209,f,f8,Ectatomma_tuberculatum,Generalist
1301,f,i49,Fulakora_degenerata,Forest
2108,s,d5,Fulakora_degenerata,Forest
1104,p,f0,Gnamptogenys_acuminata,Generalist
2303,p,j29,Gnamptogenys_haenschi,Forest
2303,p,j27,Gnamptogenys_haenschi,Forest
1301,p,h47,Gnamptogenys_horni,Forest
1202,f,i13,Gnamptogenys_horni,Forest
3209,f,h7,Gnamptogenys_horni,Forest
1104,f,a4,Gnamptogenys_horni,Forest
1104,s,a2,Gnamptogenys_horni,Forest
1202,f,l12,Gnamptogenys_horni,Forest
1202,f,m10,Gnamptogenys_horni,Forest
1202,f,j10,Gnamptogenys_horni,Forest
1202,f,k13,Gnamptogenys_horni,Forest
1202,f,l10,Gnamptogenys_horni,Forest
1202,f,m13,Gnamptogenys_horni,Forest
1202,f,l14,Gnamptogenys_horni,Forest
1202,f,m9,Gnamptogenys_horni,Forest
1202,f,k9,Gnamptogenys_horni,Forest
1202,p,j11,Gnamptogenys_horni,Forest
1301,f,k46,Gnamptogenys_horni,Forest
1301,f,i45,Gnamptogenys_horni,Forest
1301,f,j49,Gnamptogenys_horni,Forest
1301,f,h47,Gnamptogenys_horni,Forest
1301,p,l45,Gnamptogenys_horni,Forest
1301,p,i47,Gnamptogenys_horni,Forest
2108,f,b4,Gnamptogenys_horni,Forest
2108,f,d1,Gnamptogenys_horni,Forest
2206,f,q7,Gnamptogenys_horni,Forest
2206,f,p2,Gnamptogenys_horni,Forest
2206,p,q6,Gnamptogenys_horni,Forest
2303,f,h26,Gnamptogenys_horni,Forest
2303,p,k28,Gnamptogenys_horni,Forest
3114,f,b2,Gnamptogenys_horni,Forest
3114,f,b5,Gnamptogenys_horni,Forest
3209,f,f11,Gnamptogenys_horni,Forest
3209,f,i7,Gnamptogenys_horni,Forest
3209,f,g7,Gnamptogenys_horni,Forest
3304,f,g28,Gnamptogenys_horni,Forest
3304,f,h32,Gnamptogenys_horni,Forest
3304,f,k30,Gnamptogenys_horni,Forest
3304,f,i28,Gnamptogenys_horni,Forest
3304,f,k29,Gnamptogenys_horni,Forest
3304,f,j32,Gnamptogenys_horni,Forest
3304,f,h31,Gnamptogenys_horni,Forest
3304,f,i29,Gnamptogenys_horni,Forest
3304,f,h30,Gnamptogenys_horni,Forest
3304,p,l30,Gnamptogenys_horni,Forest
2206,f,r5,Gnamptogenys_kempfi,Forest
3209,f,g10,Gnamptogenys_kempfi,Forest
1104,p,d1,Gnamptogenys_tortuolosa,Forest
1301,p,i46,Gnamptogenys_tortuolosa,Forest
3114,p,c5,Gnamptogenys_tortuolosa,Forest
3304,p,j28,Gnamptogenys_tortuolosa,Forest
1202,f,j14,Holcoponera_mina,Forest
1202,f,i9,Holcoponera_mina,Forest
2108,f,c0,Holcoponera_mina,Forest
2108,f,c1,Holcoponera_mina,Forest
3114,f,a0,Holcoponera_mina,Forest
3114,f,b0,Holcoponera_mina,Forest
3114,f,f0,Holcoponera_mina,Forest
3114,f,d3,Holcoponera_mina,Forest
3114,f,a4,Holcoponera_mina,Forest
3114,f,c5,Holcoponera_mina,Forest
3114,f,e1,Holcoponera_mina,Forest
3114,f,d0,Holcoponera_mina,Forest
3114,f,d1,Holcoponera_mina,Forest
3114,f,f3,Holcoponera_mina,Forest
3114,f,f5,Holcoponera_mina,Forest
1301,f,g45,Holcoponera_relicta,Forest
2206,f,p7,Holcoponera_relicta,Forest
3114,f,b1,Holcoponera_relicta,Forest
3209,f,k10,Holcoponera_relicta,Forest
3304,f,k28,Holcoponera_relicta,Forest
3114,p,c5,Holcoponera_striatula,Generalist
2108,f,b1,Hylomyrma_blandiens,Forest
2303,f,i26,Hylomyrma_reginae,Forest
3114,f,d5,Hylomyrma_sp1,NA
1104,f,d4,Hypoponera_sp1,NA
1104,f,b4,Hypoponera_sp1,NA
1104,f,a1,Hypoponera_sp1,NA
1104,f,e1,Hypoponera_sp1,NA
1104,f,c3,Hypoponera_sp1,NA
1104,f,e2,Hypoponera_sp1,NA
1104,f,c0,Hypoponera_sp1,NA
1104,f,c5,Hypoponera_sp1,NA
1104,f,a3,Hypoponera_sp1,NA
1104,f,e4,Hypoponera_sp1,NA
1104,f,d0,Hypoponera_sp1,NA
1104,f,f1,Hypoponera_sp1,NA
1104,f,c1,Hypoponera_sp1,NA
1104,f,e5,Hypoponera_sp1,NA
1104,f,d3,Hypoponera_sp1,NA
1104,f,f5,Hypoponera_sp1,NA
1104,f,f3,Hypoponera_sp1,NA
1104,f,c2,Hypoponera_sp1,NA
1104,f,f2,Hypoponera_sp1,NA
1104,f,b3,Hypoponera_sp1,NA
1104,f,d1,Hypoponera_sp1,NA
1104,s,b2,Hypoponera_sp1,NA
1202,f,i14,Hypoponera_sp1,NA
1202,f,j9,Hypoponera_sp1,NA
1202,f,i10,Hypoponera_sp1,NA
1202,f,l10,Hypoponera_sp1,NA
1202,f,k10,Hypoponera_sp1,NA
1202,f,l13,Hypoponera_sp1,NA
1202,f,k9,Hypoponera_sp1,NA
1202,f,n9,Hypoponera_sp1,NA
1202,f,j13,Hypoponera_sp1,NA
1202,f,m10,Hypoponera_sp1,NA
1202,f,k11,Hypoponera_sp1,NA
1202,f,k14,Hypoponera_sp1,NA
1202,f,n13,Hypoponera_sp1,NA
1202,f,i11,Hypoponera_sp1,NA
1202,f,j14,Hypoponera_sp1,NA
1202,f,m13,Hypoponera_sp1,NA
1202,s,j11,Hypoponera_sp1,NA
1301,f,k45,Hypoponera_sp1,NA
1301,f,i50,Hypoponera_sp1,NA
1301,f,j47,Hypoponera_sp1,NA
1301,f,h49,Hypoponera_sp1,NA
1301,f,i47,Hypoponera_sp1,NA
1301,f,l47,Hypoponera_sp1,NA
1301,f,k50,Hypoponera_sp1,NA
1301,f,i45,Hypoponera_sp1,NA
1301,f,l45,Hypoponera_sp1,NA
1301,f,j45,Hypoponera_sp1,NA
1301,f,j49,Hypoponera_sp1,NA
1301,p,g48,Hypoponera_sp1,NA
1301,s,h46,Hypoponera_sp1,NA
1301,s,l46,Hypoponera_sp1,NA
2108,f,c1,Hypoponera_sp1,NA
2108,f,c0,Hypoponera_sp1,NA
2108,f,c2,Hypoponera_sp1,NA
2108,f,c5,Hypoponera_sp1,NA
2108,f,e3,Hypoponera_sp1,NA
2108,f,f2,Hypoponera_sp1,NA
2108,f,d1,Hypoponera_sp1,NA
2108,f,f5,Hypoponera_sp1,NA
2108,f,b2,Hypoponera_sp1,NA
2108,f,a0,Hypoponera_sp1,NA
2108,f,d3,Hypoponera_sp1,NA
2108,f,a3,Hypoponera_sp1,NA
2108,f,a4,Hypoponera_sp1,NA
2108,f,a1,Hypoponera_sp1,NA
2108,f,d2,Hypoponera_sp1,NA
2108,f,d4,Hypoponera_sp1,NA
2108,f,e1,Hypoponera_sp1,NA
2108,f,b4,Hypoponera_sp1,NA
2108,s,f4,Hypoponera_sp1,NA
2206,f,r2,Hypoponera_sp1,NA
2206,f,n3,Hypoponera_sp1,NA
2206,f,n2,Hypoponera_sp1,NA
2206,f,n5,Hypoponera_sp1,NA
2206,f,m5,Hypoponera_sp1,NA
2206,f,n7,Hypoponera_sp1,NA
2206,f,m6,Hypoponera_sp1,NA
2206,f,q4,Hypoponera_sp1,NA
2206,f,o5,Hypoponera_sp1,NA
2206,f,m3,Hypoponera_sp1,NA
2206,p,q7,Hypoponera_sp1,NA
2206,p,r7,Hypoponera_sp1,NA
2303,f,k26,Hypoponera_sp1,NA
2303,f,i29,Hypoponera_sp1,NA
2303,f,g26,Hypoponera_sp1,NA
2303,f,j26,Hypoponera_sp1,NA
2303,f,l28,Hypoponera_sp1,NA
2303,f,g30,Hypoponera_sp1,NA
2303,f,g28,Hypoponera_sp1,NA
2303,f,i30,Hypoponera_sp1,NA
2303,f,j27,Hypoponera_sp1,NA
2303,f,j30,Hypoponera_sp1,NA
2303,f,g27,Hypoponera_sp1,NA
2303,f,k30,Hypoponera_sp1,NA
2303,f,l25,Hypoponera_sp1,NA
2303,f,j28,Hypoponera_sp1,NA
2303,f,h29,Hypoponera_sp1,NA
2303,f,i27,Hypoponera_sp1,NA
2303,f,i26,Hypoponera_sp1,NA
2303,s,h26,Hypoponera_sp1,NA
2303,s,h30,Hypoponera_sp1,NA
3114,f,f5,Hypoponera_sp1,NA
3114,f,d3,Hypoponera_sp1,NA
3114,f,b3,Hypoponera_sp1,NA
3114,f,d5,Hypoponera_sp1,NA
3114,f,f4,Hypoponera_sp1,NA
3114,f,e5,Hypoponera_sp1,NA
3114,f,f0,Hypoponera_sp1,NA
3114,f,b2,Hypoponera_sp1,NA
3114,f,c4,Hypoponera_sp1,NA
3114,f,e4,Hypoponera_sp1,NA
3114,s,a1,Hypoponera_sp1,NA
3209,f,k11,Hypoponera_sp1,NA
3209,f,f8,Hypoponera_sp1,NA
3209,f,h10,Hypoponera_sp1,NA
3209,f,h12,Hypoponera_sp1,NA
3209,f,i10,Hypoponera_sp1,NA
3209,f,g7,Hypoponera_sp1,NA
3209,f,g12,Hypoponera_sp1,NA
3209,f,i12,Hypoponera_sp1,NA
3209,f,k12,Hypoponera_sp1,NA
3209,f,g11,Hypoponera_sp1,NA
3209,f,k7,Hypoponera_sp1,NA
3209,f,j12,Hypoponera_sp1,NA
3209,f,g9,Hypoponera_sp1,NA
3209,f,j11,Hypoponera_sp1,NA
3304,f,i32,Hypoponera_sp1,NA
3304,f,i30,Hypoponera_sp1,NA
3304,f,j32,Hypoponera_sp1,NA
3304,f,j29,Hypoponera_sp1,NA
3304,f,k28,Hypoponera_sp1,NA
3304,f,g32,Hypoponera_sp1,NA
3304,f,k33,Hypoponera_sp1,NA
3304,f,h33,Hypoponera_sp1,NA
3304,p,l28,Hypoponera_sp1,NA
3304,s,h32,Hypoponera_sp1,NA
1104,f,a5,Hypoponera_sp2,NA
1104,f,b0,Hypoponera_sp2,NA
1104,f,c2,Hypoponera_sp2,NA
1104,f,d0,Hypoponera_sp2,NA
1104,f,e1,Hypoponera_sp2,NA
1104,f,e3,Hypoponera_sp2,NA
1104,f,e2,Hypoponera_sp2,NA
1104,f,e4,Hypoponera_sp2,NA
1104,f,f3,Hypoponera_sp2,NA
1104,f,b1,Hypoponera_sp2,NA
1104,f,f1,Hypoponera_sp2,NA
1104,f,f4,Hypoponera_sp2,NA
1104,f,a0,Hypoponera_sp2,NA
1104,f,a4,Hypoponera_sp2,NA
1104,f,b3,Hypoponera_sp2,NA
1104,f,f5,Hypoponera_sp2,NA
1104,f,a2,Hypoponera_sp2,NA
1104,f,c4,Hypoponera_sp2,NA
1104,f,d1,Hypoponera_sp2,NA
1104,f,d3,Hypoponera_sp2,NA
1104,f,d2,Hypoponera_sp2,NA
1104,f,d5,Hypoponera_sp2,NA
1104,f,f0,Hypoponera_sp2,NA
1104,s,c5,Hypoponera_sp2,NA
1104,s,b4,Hypoponera_sp2,NA
1104,s,a1,Hypoponera_sp2,NA
1104,s,a3,Hypoponera_sp2,NA
1202,f,m11,Hypoponera_sp2,NA
1202,f,l11,Hypoponera_sp2,NA
1202,f,n14,Hypoponera_sp2,NA
1202,f,i14,Hypoponera_sp2,NA
1202,f,i10,Hypoponera_sp2,NA
1202,f,l9,Hypoponera_sp2,NA
1202,f,k13,Hypoponera_sp2,NA
1202,f,i12,Hypoponera_sp2,NA
1202,f,l13,Hypoponera_sp2,NA
1202,f,m14,Hypoponera_sp2,NA
1202,f,j9,Hypoponera_sp2,NA
1202,f,m12,Hypoponera_sp2,NA
1202,f,k11,Hypoponera_sp2,NA
1202,f,j14,Hypoponera_sp2,NA
1202,f,k9,Hypoponera_sp2,NA
1202,f,i9,Hypoponera_sp2,NA
1202,f,n13,Hypoponera_sp2,NA
1202,f,m9,Hypoponera_sp2,NA
1202,f,n12,Hypoponera_sp2,NA
1202,f,n11,Hypoponera_sp2,NA
1202,f,m10,Hypoponera_sp2,NA
1202,s,k14,Hypoponera_sp2,NA
1202,s,i13,Hypoponera_sp2,NA
1202,s,l12,Hypoponera_sp2,NA
1301,f,j47,Hypoponera_sp2,NA
1301,f,g48,Hypoponera_sp2,NA
1301,f,i48,Hypoponera_sp2,NA
1301,f,h47,Hypoponera_sp2,NA
1301,f,l47,Hypoponera_sp2,NA
1301,f,l49,Hypoponera_sp2,NA
1301,f,l45,Hypoponera_sp2,NA
1301,s,i45,Hypoponera_sp2,NA
1301,s,h46,Hypoponera_sp2,NA
1301,s,i47,Hypoponera_sp2,NA
2108,f,a1,Hypoponera_sp2,NA
2108,f,e5,Hypoponera_sp2,NA
2108,f,a0,Hypoponera_sp2,NA
2108,f,f1,Hypoponera_sp2,NA
2108,f,f2,Hypoponera_sp2,NA
2108,f,c0,Hypoponera_sp2,NA
2108,f,d2,Hypoponera_sp2,NA
2108,f,b4,Hypoponera_sp2,NA
2108,f,d0,Hypoponera_sp2,NA
2108,f,a3,Hypoponera_sp2,NA
2108,f,e3,Hypoponera_sp2,NA
2108,f,b5,Hypoponera_sp2,NA
2108,f,e0,Hypoponera_sp2,NA
2108,f,b1,Hypoponera_sp2,NA
2108,f,b0,Hypoponera_sp2,NA
2108,f,d1,Hypoponera_sp2,NA
2108,f,f5,Hypoponera_sp2,NA
2108,s,a5,Hypoponera_sp2,NA
2108,s,f3,Hypoponera_sp2,NA
2108,s,d4,Hypoponera_sp2,NA
2108,s,c1,Hypoponera_sp2,NA
2206,f,p5,Hypoponera_sp2,NA
2206,f,r5,Hypoponera_sp2,NA
2206,f,q3,Hypoponera_sp2,NA
2206,f,n5,Hypoponera_sp2,NA
2206,f,q4,Hypoponera_sp2,NA
2206,f,r2,Hypoponera_sp2,NA
2206,f,r4,Hypoponera_sp2,NA
2206,f,r7,Hypoponera_sp2,NA
2206,f,p4,Hypoponera_sp2,NA
2206,f,n3,Hypoponera_sp2,NA
2206,f,o7,Hypoponera_sp2,NA
2206,f,q7,Hypoponera_sp2,NA
2206,f,n4,Hypoponera_sp2,NA
2206,f,n7,Hypoponera_sp2,NA
2206,f,p7,Hypoponera_sp2,NA
2206,f,r3,Hypoponera_sp2,NA
2206,f,n6,Hypoponera_sp2,NA
2206,f,o6,Hypoponera_sp2,NA
2206,s,q2,Hypoponera_sp2,NA
2206,s,m6,Hypoponera_sp2,NA
2303,f,h28,Hypoponera_sp2,NA
2303,f,j28,Hypoponera_sp2,NA
2303,f,i29,Hypoponera_sp2,NA
2303,f,i25,Hypoponera_sp2,NA
2303,f,j25,Hypoponera_sp2,NA
2303,f,h29,Hypoponera_sp2,NA
2303,f,k30,Hypoponera_sp2,NA
2303,f,j30,Hypoponera_sp2,NA
2303,f,g29,Hypoponera_sp2,NA
2303,f,h26,Hypoponera_sp2,NA
2303,f,h27,Hypoponera_sp2,NA
2303,f,i26,Hypoponera_sp2,NA
2303,s,i27,Hypoponera_sp2,NA
2303,s,g30,Hypoponera_sp2,NA
2303,s,i28,Hypoponera_sp2,NA
2303,s,i30,Hypoponera_sp2,NA
3114,f,c0,Hypoponera_sp2,NA
3114,f,f3,Hypoponera_sp2,NA
3114,f,e0,Hypoponera_sp2,NA
3114,f,b3,Hypoponera_sp2,NA
3114,f,f5,Hypoponera_sp2,NA
3114,f,d4,Hypoponera_sp2,NA
3114,f,e2,Hypoponera_sp2,NA
3114,f,a3,Hypoponera_sp2,NA
3114,f,c2,Hypoponera_sp2,NA
3114,f,d5,Hypoponera_sp2,NA
3114,s,c5,Hypoponera_sp2,NA
3114,s,b2,Hypoponera_sp2,NA
3114,s,c4,Hypoponera_sp2,NA
3209,f,h7,Hypoponera_sp2,NA
3209,f,k12,Hypoponera_sp2,NA
3209,f,h9,Hypoponera_sp2,NA
3209,f,f11,Hypoponera_sp2,NA
3209,f,g12,Hypoponera_sp2,NA
3209,f,f9,Hypoponera_sp2,NA
3209,f,j12,Hypoponera_sp2,NA
3209,f,i9,Hypoponera_sp2,NA
3209,f,i8,Hypoponera_sp2,NA
3209,f,i7,Hypoponera_sp2,NA
3209,f,k9,Hypoponera_sp2,NA
3209,f,j11,Hypoponera_sp2,NA
3209,f,f7,Hypoponera_sp2,NA
3209,f,k8,Hypoponera_sp2,NA
3209,f,j9,Hypoponera_sp2,NA
3209,f,j8,Hypoponera_sp2,NA
3209,f,g7,Hypoponera_sp2,NA
3209,s,h11,Hypoponera_sp2,NA
3209,s,k11,Hypoponera_sp2,NA
3209,s,f12,Hypoponera_sp2,NA
3209,s,i11,Hypoponera_sp2,NA
3304,f,l30,Hypoponera_sp2,NA
3304,f,h32,Hypoponera_sp2,NA
3304,f,j31,Hypoponera_sp2,NA
3304,f,h29,Hypoponera_sp2,NA
3304,f,k32,Hypoponera_sp2,NA
3304,f,h30,Hypoponera_sp2,NA
3304,f,i31,Hypoponera_sp2,NA
3304,f,g28,Hypoponera_sp2,NA
3304,f,i33,Hypoponera_sp2,NA
3304,f,i30,Hypoponera_sp2,NA
3304,f,g30,Hypoponera_sp2,NA
3304,f,i29,Hypoponera_sp2,NA
3304,f,k31,Hypoponera_sp2,NA
3304,f,h28,Hypoponera_sp2,NA
3304,f,g31,Hypoponera_sp2,NA
3304,f,k29,Hypoponera_sp2,NA
3304,f,l29,Hypoponera_sp2,NA
3304,f,j30,Hypoponera_sp2,NA
3304,f,l32,Hypoponera_sp2,NA
3304,f,h31,Hypoponera_sp2,NA
3304,f,l28,Hypoponera_sp2,NA
3304,f,k33,Hypoponera_sp2,NA
3304,s,i32,Hypoponera_sp2,NA
3304,s,g33,Hypoponera_sp2,NA
3304,s,k30,Hypoponera_sp2,NA
1104,f,c3,Hypoponera_sp3,NA
1104,f,b2,Hypoponera_sp3,NA
1104,f,d4,Hypoponera_sp3,NA
1104,f,c5,Hypoponera_sp3,NA
1104,f,f2,Hypoponera_sp3,NA
1104,f,f1,Hypoponera_sp3,NA
1104,p,b5,Hypoponera_sp3,NA
1104,s,a0,Hypoponera_sp3,NA
1202,f,m13,Hypoponera_sp3,NA
1202,f,i11,Hypoponera_sp3,NA
1202,f,k12,Hypoponera_sp3,NA
1202,f,m9,Hypoponera_sp3,NA
1301,s,j48,Hypoponera_sp3,NA
1301,s,g50,Hypoponera_sp3,NA
1301,s,i47,Hypoponera_sp3,NA
2108,f,a2,Hypoponera_sp3,NA
2108,f,a3,Hypoponera_sp3,NA
2108,f,f3,Hypoponera_sp3,NA
2108,f,c1,Hypoponera_sp3,NA
2108,f,c5,Hypoponera_sp3,NA
2108,f,b4,Hypoponera_sp3,NA
2108,f,b5,Hypoponera_sp3,NA
2108,p,d4,Hypoponera_sp3,NA
2108,s,e4,Hypoponera_sp3,NA
2108,s,b3,Hypoponera_sp3,NA
2108,s,b2,Hypoponera_sp3,NA
2108,s,e1,Hypoponera_sp3,NA
2108,s,c2,Hypoponera_sp3,NA
2108,s,f1,Hypoponera_sp3,NA
2108,s,b0,Hypoponera_sp3,NA
2108,s,d1,Hypoponera_sp3,NA
2108,s,e3,Hypoponera_sp3,NA
2206,f,o6,Hypoponera_sp3,NA
2206,f,p5,Hypoponera_sp3,NA
2206,f,n3,Hypoponera_sp3,NA
2206,f,o3,Hypoponera_sp3,NA
2206,f,o7,Hypoponera_sp3,NA
2206,f,r5,Hypoponera_sp3,NA
2206,f,m4,Hypoponera_sp3,NA
2206,f,n6,Hypoponera_sp3,NA
2206,f,q5,Hypoponera_sp3,NA
2206,s,n2,Hypoponera_sp3,NA
2206,s,r7,Hypoponera_sp3,NA
2206,s,m2,Hypoponera_sp3,NA
2303,f,k27,Hypoponera_sp3,NA
2303,f,j30,Hypoponera_sp3,NA
2303,f,l29,Hypoponera_sp3,NA
2303,f,h28,Hypoponera_sp3,NA
2303,s,i29,Hypoponera_sp3,NA
2303,s,h30,Hypoponera_sp3,NA
2303,s,h27,Hypoponera_sp3,NA
2303,s,k29,Hypoponera_sp3,NA
2303,s,g27,Hypoponera_sp3,NA
2303,s,k30,Hypoponera_sp3,NA
3114,p,b1,Hypoponera_sp3,NA
3114,s,a5,Hypoponera_sp3,NA
3114,s,a2,Hypoponera_sp3,NA
3114,s,e3,Hypoponera_sp3,NA
3209,f,k7,Hypoponera_sp3,NA
3209,f,f8,Hypoponera_sp3,NA
3209,f,h8,Hypoponera_sp3,NA
3209,s,i10,Hypoponera_sp3,NA
3304,s,g29,Hypoponera_sp3,NA
3304,s,i31,Hypoponera_sp3,NA
1104,f,e0,Hypoponera_sp4,NA
1104,f,b1,Hypoponera_sp4,NA
1104,f,d5,Hypoponera_sp4,NA
1104,f,f4,Hypoponera_sp4,NA
1104,f,a5,Hypoponera_sp4,NA
1104,f,e2,Hypoponera_sp4,NA
1104,f,c5,Hypoponera_sp4,NA
1104,f,d4,Hypoponera_sp4,NA
1104,f,c0,Hypoponera_sp4,NA
1104,f,b5,Hypoponera_sp4,NA
1104,f,d2,Hypoponera_sp4,NA
1104,f,f5,Hypoponera_sp4,NA
1104,f,c4,Hypoponera_sp4,NA
1104,s,b0,Hypoponera_sp4,NA
1202,f,j11,Hypoponera_sp4,NA
1202,f,j14,Hypoponera_sp4,NA
1202,f,m12,Hypoponera_sp4,NA
1202,f,k13,Hypoponera_sp4,NA
1202,f,j10,Hypoponera_sp4,NA
1202,f,k12,Hypoponera_sp4,NA
1202,f,n11,Hypoponera_sp4,NA
1202,f,j12,Hypoponera_sp4,NA
1202,f,m10,Hypoponera_sp4,NA
1202,s,i12,Hypoponera_sp4,NA
1202,s,l9,Hypoponera_sp4,NA
1301,f,i47,Hypoponera_sp4,NA
1301,f,k46,Hypoponera_sp4,NA
1301,f,k47,Hypoponera_sp4,NA
1301,f,l50,Hypoponera_sp4,NA
1301,f,l48,Hypoponera_sp4,NA
1301,f,g50,Hypoponera_sp4,NA
1301,f,h46,Hypoponera_sp4,NA
1301,f,j45,Hypoponera_sp4,NA
1301,f,l47,Hypoponera_sp4,NA
1301,f,l46,Hypoponera_sp4,NA
1301,f,g46,Hypoponera_sp4,NA
1301,p,j50,Hypoponera_sp4,NA
1301,s,h48,Hypoponera_sp4,NA
2108,f,f0,Hypoponera_sp4,NA
2108,f,b4,Hypoponera_sp4,NA
2108,f,d3,Hypoponera_sp4,NA
2108,f,a3,Hypoponera_sp4,NA
2108,f,c0,Hypoponera_sp4,NA
2108,f,b1,Hypoponera_sp4,NA
2108,f,e5,Hypoponera_sp4,NA
2108,f,f5,Hypoponera_sp4,NA
2206,f,q3,Hypoponera_sp4,NA
2206,f,o7,Hypoponera_sp4,NA
2206,f,r2,Hypoponera_sp4,NA
2206,f,m3,Hypoponera_sp4,NA
2206,f,p3,Hypoponera_sp4,NA
2206,f,m5,Hypoponera_sp4,NA
2303,f,h30,Hypoponera_sp4,NA
2303,f,h28,Hypoponera_sp4,NA
2303,f,k28,Hypoponera_sp4,NA
2303,f,g27,Hypoponera_sp4,NA
2303,f,l30,Hypoponera_sp4,NA
2303,f,j28,Hypoponera_sp4,NA
3114,f,c1,Hypoponera_sp4,NA
3114,f,e0,Hypoponera_sp4,NA
3114,f,f4,Hypoponera_sp4,NA
3114,f,a4,Hypoponera_sp4,NA
3114,f,b5,Hypoponera_sp4,NA
3114,f,f2,Hypoponera_sp4,NA
3114,f,f5,Hypoponera_sp4,NA
3114,f,a2,Hypoponera_sp4,NA
3114,p,d3,Hypoponera_sp4,NA
3209,f,i10,Hypoponera_sp4,NA
3209,f,h11,Hypoponera_sp4,NA
3209,f,g9,Hypoponera_sp4,NA
3209,f,j10,Hypoponera_sp4,NA
3209,f,h12,Hypoponera_sp4,NA
3209,f,g11,Hypoponera_sp4,NA
3209,f,k9,Hypoponera_sp4,NA
3209,f,i9,Hypoponera_sp4,NA
3209,f,h7,Hypoponera_sp4,NA
3209,s,j11,Hypoponera_sp4,NA
3304,f,i29,Hypoponera_sp4,NA
3304,f,j28,Hypoponera_sp4,NA
3304,f,h28,Hypoponera_sp4,NA
3304,f,h33,Hypoponera_sp4,NA
3304,f,l30,Hypoponera_sp4,NA
3304,f,h29,Hypoponera_sp4,NA
3304,p,h30,Hypoponera_sp4,NA
3304,p,l28,Hypoponera_sp4,NA
3304,s,k28,Hypoponera_sp4,NA
1104,f,f1,Hypoponera_sp5,NA
1202,f,n11,Hypoponera_sp5,NA
1202,f,m13,Hypoponera_sp5,NA
1202,f,m12,Hypoponera_sp5,NA
1301,f,g47,Hypoponera_sp5,NA
1301,f,g45,Hypoponera_sp5,NA
1301,f,k48,Hypoponera_sp5,NA
1301,f,l45,Hypoponera_sp5,NA
1301,f,h50,Hypoponera_sp5,NA
1301,f,k47,Hypoponera_sp5,NA
1301,s,i45,Hypoponera_sp5,NA
1301,s,h47,Hypoponera_sp5,NA
1301,s,h48,Hypoponera_sp5,NA
2108,s,f3,Hypoponera_sp5,NA
2206,f,q4,Hypoponera_sp5,NA
2206,f,p4,Hypoponera_sp5,NA
2206,f,q7,Hypoponera_sp5,NA
2206,s,m7,Hypoponera_sp5,NA
2303,f,h27,Hypoponera_sp5,NA
2303,f,i25,Hypoponera_sp5,NA
2303,f,g25,Hypoponera_sp5,NA
2303,f,i30,Hypoponera_sp5,NA
2303,f,h25,Hypoponera_sp5,NA
2303,s,k30,Hypoponera_sp5,NA
3114,f,f4,Hypoponera_sp5,NA
3114,f,c0,Hypoponera_sp5,NA
3114,f,e3,Hypoponera_sp5,NA
3209,f,f11,Hypoponera_sp5,NA
3209,f,i7,Hypoponera_sp5,NA
3209,f,h12,Hypoponera_sp5,NA
3209,f,k9,Hypoponera_sp5,NA
3209,f,f9,Hypoponera_sp5,NA
3209,f,k7,Hypoponera_sp5,NA
3209,f,i11,Hypoponera_sp5,NA
3304,f,k28,Hypoponera_sp5,NA
3304,f,l29,Hypoponera_sp5,NA
3304,f,i29,Hypoponera_sp5,NA
3304,f,k29,Hypoponera_sp5,NA
3304,f,h31,Hypoponera_sp5,NA
3304,f,g30,Hypoponera_sp5,NA
